,method,mcc,precision,f1_score,recall,label_vs_rest,nb_genes,model
2484,cosg,0.9008374145301857,0.8348348348348348,0.9084967320261438,0.996415770609319,2_vs_rest,9,svm
2485,cosg,0.9002282322031644,0.8368580060422961,0.9081967213114754,0.992831541218638,2_vs_rest,9,svm
2486,cosg,0.8964973172301168,0.8338368580060423,0.9049180327868852,0.989247311827957,2_vs_rest,9,svm
2487,cosg,0.9008374145301857,0.8348348348348348,0.9084967320261438,0.996415770609319,2_vs_rest,10,svm
2488,cosg,0.8915323661888421,0.8348623853211009,0.900990099009901,0.978494623655914,2_vs_rest,10,svm
2489,cosg,0.8986688111760996,0.8343373493975904,0.9067103109656302,0.992831541218638,2_vs_rest,10,svm
2490,cosg,0.8986688111760996,0.8343373493975904,0.9067103109656302,0.992831541218638,2_vs_rest,11,svm
2491,cosg,0.8974561829744028,0.8384146341463414,0.9060955518945635,0.985663082437276,2_vs_rest,11,svm
2492,cosg,0.8949426930064501,0.8313253012048193,0.9034369885433715,0.989247311827957,2_vs_rest,11,svm
2493,cosg,0.9002282322031644,0.8368580060422961,0.9081967213114754,0.992831541218638,2_vs_rest,12,svm
2494,cosg,0.8921455760797787,0.8328267477203647,0.9013157894736842,0.982078853046595,2_vs_rest,12,svm
2495,cosg,0.8912165748368006,0.8283132530120482,0.900163666121113,0.985663082437276,2_vs_rest,12,svm
2496,cosg,0.8968464794905759,0.8254437869822485,0.9043760129659644,1.0,2_vs_rest,13,svm
2497,cosg,0.8943229123667342,0.8333333333333334,0.90311986863711,0.985663082437276,2_vs_rest,13,svm
2498,cosg,0.8918533635470837,0.8263473053892215,0.9004893964110929,0.989247311827957,2_vs_rest,13,svm
2499,cosg,0.8999117549158389,0.8303571428571429,0.9073170731707317,1.0,2_vs_rest,14,svm
2500,cosg,0.8943229123667342,0.8333333333333334,0.90311986863711,0.985663082437276,2_vs_rest,14,svm
2501,cosg,0.8918533635470837,0.8263473053892215,0.9004893964110929,0.989247311827957,2_vs_rest,14,svm
2502,cosg,0.8999117549158389,0.8303571428571429,0.9073170731707317,1.0,2_vs_rest,15,svm
2503,cosg,0.8921455760797787,0.8328267477203647,0.9013157894736842,0.982078853046595,2_vs_rest,15,svm
2504,cosg,0.8918533635470837,0.8263473053892215,0.9004893964110929,0.989247311827957,2_vs_rest,15,svm
2505,cosg,0.9045587593107454,0.8378378378378378,0.9117647058823529,1.0,2_vs_rest,16,svm
2506,cosg,0.8927664022570693,0.8308157099697885,0.9016393442622951,0.985663082437276,2_vs_rest,16,svm
2507,cosg,0.8927664022570693,0.8308157099697885,0.9016393442622951,0.985663082437276,2_vs_rest,16,svm
2508,cosg,0.9045587593107454,0.8378378378378378,0.9117647058823529,1.0,2_vs_rest,17,svm
2509,cosg,0.8927664022570693,0.8308157099697885,0.9016393442622951,0.985663082437276,2_vs_rest,17,svm
2510,cosg,0.8927664022570693,0.8308157099697885,0.9016393442622951,0.985663082437276,2_vs_rest,17,svm
2511,cosg,0.9008374145301857,0.8348348348348348,0.9084967320261438,0.996415770609319,2_vs_rest,18,svm
2512,cosg,0.8964973172301168,0.8338368580060423,0.9049180327868852,0.989247311827957,2_vs_rest,18,svm
2513,cosg,0.8905871769991236,0.8303030303030303,0.8998357963875205,0.982078853046595,2_vs_rest,18,svm
2514,cosg,0.8977422947803237,0.8298507462686567,0.9055374592833876,0.996415770609319,2_vs_rest,19,svm
2515,cosg,0.8980586477343449,0.8363636363636363,0.9064039408866995,0.989247311827957,2_vs_rest,19,svm
