,method,mcc,precision,f1_score,recall,label_vs_rest,nb_genes,model
0,yomix,0.6818989106440089,0.5116279069767442,0.6567164179104478,0.9166666666666666,T_ACC_vs_rest,1,svm
1,yomix,0.7165581612175027,0.5641025641025641,0.6984126984126984,0.9166666666666666,T_ACC_vs_rest,1,svm
2,yomix,0.7219292160134775,0.5476190476190477,0.696969696969697,0.9583333333333334,T_ACC_vs_rest,1,svm
3,yomix,0.7308075623567777,0.5609756097560976,0.7076923076923077,0.9583333333333334,T_ACC_vs_rest,1,svm
4,yomix,0.7074103660127539,0.55,0.6875,0.9166666666666666,T_ACC_vs_rest,1,svm
5,yomix,0.7219292160134775,0.5476190476190477,0.696969696969697,0.9583333333333334,T_ACC_vs_rest,1,svm
6,yomix,0.6970617096166397,0.4897959183673469,0.6575342465753424,1.0,T_ACC_vs_rest,1,svm
7,yomix,0.6745962184219105,0.4791666666666667,0.6388888888888888,0.9583333333333334,T_ACC_vs_rest,1,svm
8,yomix,0.6698109186231131,0.4528301886792453,0.6233766233766234,1.0,T_ACC_vs_rest,1,svm
9,yomix,0.7308075623567777,0.5609756097560976,0.7076923076923077,0.9583333333333334,T_ACC_vs_rest,1,svm
10,yomix,0.7359485705222312,0.5945945945945946,0.7213114754098361,0.9166666666666666,T_ACC_vs_rest,2,svm
11,yomix,0.7462413678529622,0.6111111111111112,0.7333333333333333,0.9166666666666666,T_ACC_vs_rest,2,svm
12,yomix,0.8559832804469032,0.7666666666666667,0.8518518518518519,0.9583333333333334,T_ACC_vs_rest,2,svm
13,yomix,0.8034977303359665,0.6764705882352942,0.7931034482758621,0.9583333333333334,T_ACC_vs_rest,2,svm
14,yomix,0.768166751215776,0.6470588235294118,0.7586206896551724,0.9166666666666666,T_ACC_vs_rest,2,svm
15,yomix,0.8285144249253272,0.71875,0.8214285714285714,0.9583333333333334,T_ACC_vs_rest,2,svm
16,yomix,0.8266264795180605,0.6857142857142857,0.8135593220338984,1.0,T_ACC_vs_rest,2,svm
17,yomix,0.8285144249253272,0.71875,0.8214285714285714,0.9583333333333334,T_ACC_vs_rest,2,svm
18,yomix,0.8149344049158801,0.6666666666666666,0.8,1.0,T_ACC_vs_rest,2,svm
19,yomix,0.8285144249253272,0.71875,0.8214285714285714,0.9583333333333334,T_ACC_vs_rest,2,svm
20,yomix,0.7462413678529622,0.6111111111111112,0.7333333333333333,0.9166666666666666,T_ACC_vs_rest,3,svm
21,yomix,0.7359485705222312,0.5945945945945946,0.7213114754098361,0.9166666666666666,T_ACC_vs_rest,3,svm
22,yomix,0.8707676659571701,0.7931034482758621,0.8679245283018868,0.9583333333333334,T_ACC_vs_rest,3,svm
23,yomix,0.8034977303359665,0.6764705882352942,0.7931034482758621,0.9583333333333334,T_ACC_vs_rest,3,svm
24,yomix,0.7798662835980041,0.6666666666666666,0.7719298245614035,0.9166666666666666,T_ACC_vs_rest,3,svm
25,yomix,0.815722856191842,0.696969696969697,0.8070175438596491,0.9583333333333334,T_ACC_vs_rest,3,svm
26,yomix,0.8515794287856799,0.7272727272727273,0.8421052631578947,1.0,T_ACC_vs_rest,3,svm
27,yomix,0.75950405956992,0.6052631578947368,0.7419354838709677,0.9583333333333334,T_ACC_vs_rest,3,svm
28,yomix,0.8149344049158801,0.6666666666666666,0.8,1.0,T_ACC_vs_rest,3,svm
29,yomix,0.8285144249253272,0.71875,0.8214285714285714,0.9583333333333334,T_ACC_vs_rest,3,svm
30,yomix,0.7921077186272929,0.6875,0.7857142857142857,0.9166666666666666,T_ACC_vs_rest,4,svm
31,yomix,0.7798662835980041,0.6666666666666666,0.7719298245614035,0.9166666666666666,T_ACC_vs_rest,4,svm
32,yomix,0.9027554113657453,0.8518518518518519,0.9019607843137255,0.9583333333333334,T_ACC_vs_rest,4,svm
33,yomix,0.8419177240986832,0.7419354838709677,0.8363636363636363,0.9583333333333334,T_ACC_vs_rest,4,svm
34,yomix,0.7569701614576484,0.6285714285714286,0.7457627118644068,0.9166666666666666,T_ACC_vs_rest,4,svm
35,yomix,0.815722856191842,0.696969696969697,0.8070175438596491,0.9583333333333334,T_ACC_vs_rest,4,svm
36,yomix,0.8649211312233616,0.75,0.8571428571428571,1.0,T_ACC_vs_rest,4,svm
37,yomix,0.7917983204878544,0.6571428571428571,0.7796610169491526,0.9583333333333334,T_ACC_vs_rest,4,svm
38,yomix,0.8149344049158801,0.6666666666666666,0.8,1.0,T_ACC_vs_rest,4,svm
39,yomix,0.8559832804469032,0.7666666666666667,0.8518518518518519,0.9583333333333334,T_ACC_vs_rest,4,svm
40,yomix,0.7921077186272929,0.6875,0.7857142857142857,0.9166666666666666,T_ACC_vs_rest,5,svm
41,yomix,0.7798662835980041,0.6666666666666666,0.7719298245614035,0.9166666666666666,T_ACC_vs_rest,5,svm
42,yomix,0.8707676659571701,0.7931034482758621,0.8679245283018868,0.9583333333333334,T_ACC_vs_rest,5,svm
43,yomix,0.815722856191842,0.696969696969697,0.8070175438596491,0.9583333333333334,T_ACC_vs_rest,5,svm
44,yomix,0.7569701614576484,0.6285714285714286,0.7457627118644068,0.9166666666666666,T_ACC_vs_rest,5,svm
45,yomix,0.815722856191842,0.696969696969697,0.8070175438596491,0.9583333333333334,T_ACC_vs_rest,5,svm
46,yomix,0.8266264795180605,0.6857142857142857,0.8135593220338984,1.0,T_ACC_vs_rest,5,svm
47,yomix,0.7805878863844211,0.6388888888888888,0.7666666666666667,0.9583333333333334,T_ACC_vs_rest,5,svm
