Benchmark,DE_Time_Taken,1_features_mcc,1_features_mcc_std,1_features_precision,1_features_precision_std,1_features_recall,1_features_recall_std,1_features_f1,1_features_f1_std,3_features_mcc,3_features_mcc_std,3_features_precision,3_features_precision_std,3_features_recall,3_features_recall_std,3_features_f1,3_features_f1_std,10_features_mcc,10_features_mcc_std,10_features_precision,10_features_precision_std,10_features_recall,10_features_recall_std,10_features_f1,10_features_f1_std,20_features_mcc,20_features_mcc_std,20_features_precision,20_features_precision_std,20_features_recall,20_features_recall_std,20_features_f1,20_features_f1_std
T_PAAD_vs_rest,0.4341087341,0.3609521764,0.01230905745,0.155292416,0.007524786616,0.8722222222,0.03148148148,0.2635448594,0.0111881198,0.3968405979,0.01363592246,0.1771442539,0.01244201751,0.9185185185,0.02511974068,0.2967386336,0.01682126333,0.4337274265,0.02268217927,0.2059566609,0.02268009136,0.9407407407,0.03866780188,0.337064567,0.0293226158,0.4481462309,0.05153551698,0.2214315777,0.06106715582,0.9462962963,0.03557291243,0.3542233838,0.06984669277
N_Pancreas_vs_rest,0.4359817505,0.9550374848,0.007225335177,0.9328800774,0.01334209108,0.9788990826,0.004204197885,0.9552830958,0.00725636852,0.9504443253,0.009094041065,0.9240568732,0.01588921461,0.9788990826,0.004204197885,0.9506244981,0.009143139566,0.9391068954,0.03027058482,0.903194991,0.05404319214,0.9788990826,0.004204197885,0.9386867374,0.03172360897,0.9189204628,0.04415404915,0.8664217044,0.07880663551,0.9788990826,0.004204197885,0.9172596846,0.0472366996
T_LAML_vs_rest,0.4465808868,0.7927211125,0.07533703885,0.6481991232,0.1410099553,0.9842105263,0.01745591995,0.7721420754,0.08732023058,0.9656405354,0.02353487739,0.9464518452,0.05704283452,0.9868421053,0.01315789474,0.9649292905,0.02440205343,0.989511311,0.007738507752,0.9924358974,0.01607888591,0.9868421053,0.01315789474,0.9894705295,0.007786630175,0.9854728365,0.01083428822,0.9922402159,0.0164931109,0.9789473684,0.01052631579,0.9854723172,0.01080099214
T_READ_vs_rest,0.4375267029,0.3424359099,0.006042522349,0.1259432904,0.003731404955,0.97,0.02408318916,0.2228979349,0.005712751194,0.3552458961,0.006164521887,0.1332101235,0.005163238809,0.984,0.01496662955,0.2345957449,0.007771779178,0.3812349915,0.01534625806,0.152940716,0.01471033297,0.984,0.01743559577,0.2643463616,0.02094972504,0.4530086144,0.01730851389,0.2152106713,0.01805647446,0.976,0.01959591794,0.3521927781,0.02318618177
N_Rectum_vs_rest,0.4222507477,0.3073144115,0.0317510145,0.0957486416,0.01948332182,1,0,0.1741867763,0.0324583613,0.3656939041,0.02459377508,0.1346224256,0.01779961724,1,0,0.236863456,0.02777070215,0.4651165874,0.05841679676,0.22000333,0.05567163874,1,0,0.3573179272,0.07332525513,0.5055362441,0.07657888847,0.2616748383,0.08105629385,1,0,0.4085355692,0.09777807082
T_GBM_vs_rest,0.4383196831,0.4114948929,0.009702828055,0.1819583718,0.005309333618,0.9568627451,0.03999230991,0.3056354227,0.007289412382,0.4265494718,0.01222115466,0.1938982196,0.01452351672,0.9647058824,0.03594177016,0.322385779,0.01885745782,0.4821159895,0.03817388785,0.2448426025,0.04748903542,0.9784313725,0.03094065458,0.3885736783,0.05517644701,0.6472344599,0.03252886962,0.4348977374,0.05804574544,0.9764705882,0.03012214019,0.5986280463,0.04501614763
T_TGCT_vs_rest,0.4309985638,0.6324444926,0.06347788668,0.4485359619,0.07904825484,0.9042553191,0.03591902769,0.5963283263,0.07373253786,0.5550058727,0.07892407781,0.3435168547,0.1003593,0.9319148936,0.04125684985,0.4917984785,0.1050439629,0.6436761502,0.04248201267,0.4314540791,0.06646952505,0.9744680851,0.02291559492,0.5943052828,0.05758670658,0.8150801275,0.030642229,0.6839478409,0.05787234055,0.9765957447,0.03075921765,0.8023226325,0.03638076072
T_THYM_vs_rest,0.4307491779,0.4145981446,0.02094929219,0.183011209,0.01479309997,0.9583333333,0.02846375213,0.307126357,0.02157390933,0.6767221159,0.08569052452,0.4731069089,0.1226817183,0.9888888889,0.01360827635,0.6307166973,0.1069832222,0.8828849178,0.02736832144,0.7859682194,0.05577906626,0.9944444444,0.01111111111,0.8766240037,0.03078031492,0.9407498647,0.01379611897,0.895944414,0.0316596807,0.9888888889,0.01842569328,0.9395692945,0.01457765475
T_KICH_vs_rest,0.4374625683,0.409831095,0.0217187375,0.1776108752,0.02078797641,0.96,0.02,0.2990983199,0.02880927664,0.4266283375,0.01666041658,0.1919644704,0.01696254415,0.96,0.02,0.3194918792,0.02283461811,0.478764586,0.04912552711,0.2466483626,0.05365766155,0.95,0.0316227766,0.3879859432,0.06636474582,0.5880805847,0.09049307431,0.3804310086,0.1116489764,0.94,0.03,0.5300079333,0.1194499783
T_MESO_vs_rest,0.4359679222,0.2181584406,0.01568622729,0.06076471263,0.00445978409,0.8269230769,0.05769230769,0.1131981719,0.008195772388,0.2069998223,0.007898882019,0.04968357507,0.003851864964,0.9192307692,0.03194855332,0.09422826577,0.006841417872,0.3933559214,0.03688338713,0.1639944148,0.03348120856,0.9692307692,0.0287819799,0.2788762301,0.04692253849,0.4420103883,0.06678823957,0.2091599525,0.07919317283,0.9730769231,0.03003942183,0.3373041115,0.08885085441
T_UVM_vs_rest,0.4371368885,0.6164934259,0.02195327311,0.3821807132,0.02761039289,1,0,0.5524484288,0.02818286481,0.7994129823,0.05377585763,0.6428977782,0.08652021793,1,0,0.7793059256,0.0633769094,0.9235648675,0.0423849024,0.8551517831,0.07838503311,1,0,0.9200076811,0.04532146653,0.9587632065,0.0208560838,0.9318516484,0.04351340119,0.9875,0.0190940654,0.9580745683,0.02163730054
T_ACC_vs_rest,0.4387538433,0.2917065658,0.0236266452,0.09342218763,0.01700500049,0.9458333333,0.02667968432,0.169480537,0.0273634295,0.4141074433,0.01541430088,0.1869585621,0.01797782636,0.9333333333,0.05335936865,0.3106142506,0.02198738721,0.3731228151,0.03070210011,0.1563757098,0.02873253923,0.9166666667,0.05590169944,0.2654264573,0.04048890179,0.3878309796,0.05681683333,0.176861617,0.07126542602,0.9041666667,0.06984606089,0.2871461301,0.08221369647
T_UCS_vs_rest,0.4371020794,0.04677163282,0.01279613523,0.008027976084,0.001724529404,0.4176470588,0.08504018997,0.01575291767,0.003380377264,0.1361967763,0.01950959286,0.03003483825,0.006529363104,0.6882352941,0.1342672025,0.05733339779,0.01186568283,0.2407141566,0.04537952454,0.06639141401,0.02707012032,0.9470588235,0.06681068642,0.1224635019,0.0461101532,0.4439852378,0.03609150412,0.2257235736,0.03636558032,0.8882352941,0.0614135677,0.3577887303,0.04547157188
T_DLBC_vs_rest,0.4347162247,0.2492773963,0.007386005296,0.06417956916,0.004878956706,0.9928571429,0.02142857143,0.1205022469,0.008389387276,0.5043585243,0.1978484342,0.3070436626,0.2830960522,0.9857142857,0.02857142857,0.4073983908,0.2459020381,0.7807209477,0.08349931687,0.6304194228,0.1626102644,0.9857142857,0.02857142857,0.7554386175,0.09774758952,0.9619959363,0.04019110622,0.946547619,0.05023880049,0.9785714286,0.0457366017,0.9615508119,0.04024573484
T_CHOL_vs_rest,0.4366021156,0.1311702658,0.0220259846,0.02105382459,0.005762811784,0.8909090909,0.0979120874,0.04106493969,0.01101163793,0.155534474,0.01439118742,0.02721364467,0.002509861881,0.9363636364,0.1153507049,0.05285928466,0.004806727935,0.1706619202,0.0265390839,0.03724220087,0.01625257745,0.8636363636,0.1167748416,0.07050088905,0.02813665514,0.2063870119,0.0643335549,0.06219821417,0.05022827463,0.8272727273,0.103252879,0.1095148025,0.07697451013
N_Brain_vs_rest,0.5420148373,0.9016214239,0.004348939008,0.8351049619,0.007394177341,0.9951080774,0.001973760133,0.9080918725,0.004216553453,0.9316176457,0.003265804422,0.8818909249,0.005491134633,0.9986348123,0.0009917858802,0.9366296864,0.003097202181,0.9417572772,0.004031414915,0.9004122233,0.006806960719,0.9971558589,0.001851970489,0.9463030252,0.003788817054,0.9692866135,0.004260911118,0.9467809228,0.007688157529,0.9985210466,0.00135089216,0.9719450536,0.00394560999
N_Skin_vs_rest,0.4940989017,0.8660686642,0.003828069936,0.7903327482,0.005838996261,0.9692439863,0.006357388316,0.8706648457,0.003627920414,0.8693175795,0.006114100165,0.7928933836,0.01215307633,0.9728522337,0.006089362593,0.8736198775,0.006339325118,0.8908168404,0.006116016701,0.8258046235,0.01141163768,0.976975945,0.006392122075,0.894983082,0.006150410119,0.9252469007,0.003646171238,0.8781675639,0.0105403344,0.985395189,0.006062638751,0.9286247662,0.003772563657
N_Esophagus_vs_rest,0.5104777813,0.6160019022,0.004856327093,0.4188483735,0.007219584304,0.9830866808,0.006271626628,0.587362956,0.0064059692,0.9248547888,0.009928222309,0.8740504061,0.01716356021,0.9873150106,0.004912875281,0.9271414436,0.009852862954,0.9616678674,0.006941555384,0.9408685461,0.0107908888,0.9871035941,0.004275633915,0.9634040762,0.006662345307,0.9702128608,0.005742860129,0.9556863316,0.008141485737,0.9881606765,0.004249418867,0.9716383138,0.005481233699
N_Blood_Vessel_vs_rest,0.4896326065,0.8158358364,0.00744622964,0.6944258385,0.00948585907,0.9806682578,0.005057188568,0.8130632904,0.007595623777,0.9029026794,0.005275356205,0.8373330502,0.006672823012,0.9837708831,0.004867799058,0.9046522163,0.00512517947,0.9295883703,0.006483169755,0.8852118462,0.0110466705,0.9832935561,0.005228854964,0.9316334882,0.006396302096,0.9302616475,0.005685450222,0.8845083601,0.01107811662,0.9854415274,0.005489260143,0.9321943021,0.005700459609
N_Adipose_Tissue_vs_rest,0.4859614372,0.7076518399,0.006481675237,0.5318236468,0.008650137637,0.9817010309,0.004227118419,0.6898581504,0.007326708137,0.745659278,0.008436452358,0.5847843548,0.01124383331,0.9832474227,0.003865979381,0.7333311857,0.009275775352,0.7641418256,0.00741915589,0.6064078563,0.01097524077,0.9922680412,0.004610449438,0.752706099,0.008358026743,0.7930307653,0.005239184261,0.6501250077,0.008602823707,0.9917525773,0.003419200815,0.785355696,0.005949097652
N_Blood_vs_rest,0.4685456753,0.8361462337,0.007505085434,0.7169172316,0.01353178668,0.9898089172,0.005290843225,0.831448777,0.008434430165,0.8725822973,0.01060534286,0.7734881013,0.01986388872,0.9952229299,0.003560617799,0.870287063,0.0115527681,0.9157380988,0.01709958885,0.8463518616,0.0310336589,0.9977707006,0.002039211541,0.9155172451,0.01789448346,0.9603578579,0.005362779726,0.9270832453,0.01142638629,0.9977707006,0.002039211541,0.9610817341,0.005414797988
N_Heart_vs_rest,0.4745793343,0.9580705291,0.00592644727,0.9303445679,0.01028922754,0.9893992933,0.004180975112,0.9589308227,0.005857711063,0.9704644194,0.005299159973,0.9506970181,0.009684797136,0.9925795053,0.004313270536,0.9711542698,0.005222491534,0.9739721771,0.004982727777,0.958705529,0.00781897599,0.9911660777,0.004538951441,0.9746468415,0.00486217197,0.9763720639,0.00475105419,0.9636231582,0.007145784221,0.9908127208,0.005046945886,0.9770109489,0.004620771547
N_Muscle_vs_rest,0.4659478664,0.958818168,0.01005507456,0.9242136589,0.01823543815,0.9973484848,0.001735824127,0.9592994574,0.01010899138,0.9554431337,0.005211096487,0.9178701209,0.01044688831,0.9973484848,0.001735824127,0.9559235156,0.005288431786,0.9633201336,0.00735478591,0.9326178554,0.01477389115,0.9973484848,0.001735824127,0.9638276537,0.007414352143,0.9752580913,0.003941276236,0.9551016833,0.008234872323,0.9973484848,0.001735824127,0.9757453709,0.003912434981
N_Nerve_vs_rest,0.4597609043,0.8199533926,0.03560896053,0.6989158982,0.06443249721,0.9747474747,0.0129749824,0.8120312678,0.04110199967,0.863284528,0.01309063471,0.7670869559,0.02865959892,0.9792929293,0.01116835575,0.8598402048,0.01479447971,0.9324184953,0.005510364935,0.8820883816,0.009003078642,0.9888888889,0.007758733079,0.9323941294,0.005489969965,0.9464697179,0.006631288228,0.9091704542,0.01372114689,0.9878787879,0.00646780226,0.9468075581,0.006770869158
